strain	year	country	clade_membership	fitness
25533d5e	1.2325	north	17	0.050000000000000044
1503bac2	1.2349	north	2	0.11411444501769133
242aa94b	1.2377	north	17	0.050000000000000044
10619e3	1.243	north	17	0.050000000000000044
33a15250	1.2456	tropics	17	0.050000000000000044
a66a1eb	1.2478	north	17	0.050000000000000044
5d865d41	1.255	north	2	0.11411444501769133
5a9d4279	1.2575	north	2	0.11411444501769133
44f6834c	1.2622	tropics	17	0.050000000000000044
2afab2c3	1.2628	north	17	0.050000000000000044
53999e59	1.263	north	17	0.050000000000000044
4d8634a8	1.2712	north	17	0.050000000000000044
30a35956	1.2728	north	17	0.09514734187719429
3a403332	1.2736	north	17	0.050000000000000044
54412424	1.2771	north	17	0.050000000000000044
392360cd	1.2831	north	17	0.06695263284916958
57417c33	1.2869	north	2	0.12528505912444507
417f13a2	1.2883	north	17	0.050000000000000044
6dac13d0	1.289	north	17	0.050000000000000044
764cc50e	1.2918	north	17	0.050000000000000044
6d9800ed	1.2937	north	17	0.050000000000000044
1c942be	1.296	tropics	17	0.050000000000000044
29c902d4	1.2984	north	17	0.050000000000000044
15cc6db7	1.2993	north	17	0.050000000000000044
667453df	1.3031	north	17	0.050000000000000044
695eb9a0	1.307	north	17	0.050000000000000044
2cdbe213	1.3094	north	17	0.06695263284916958
51cc66f5	1.3104	north	17	0.050000000000000044
3d021fa2	1.3106	north	17	0.050000000000000044
451f6d50	1.3127	north	8	0.050000000000000044
701a5352	1.315	north	17	0.050000000000000044
6eec2e9e	1.3249	tropics	17	0.050000000000000044
75b0c699	1.3263	north	17	0.050000000000000044
6147b7fb	1.3307	tropics	17	0.050000000000000044
74d2a0a5	1.3361	tropics	2	0.11411444501769133
326b5cd5	1.3394	tropics	8	0.06894038777186921
26e3ee42	1.3397	north	17	0.050000000000000044
30088ffb	1.3474	north	17	0.050000000000000044
7bcb76f0	1.3529	north	17	0.050000000000000044
230f49e	1.3531	north	17	0.050000000000000044
5f70c789	1.3717	north	17	0.050000000000000044
5f2a5e98	1.377	north	17	0.050000000000000044
1dc76084	1.3798	tropics	17	0.050000000000000044
10223c79	1.3805	north	17	0.050000000000000044
768cb5fe	1.381	north	17	0.050000000000000044
109c6447	1.3824	tropics	17	0.050000000000000044
3356db2e	1.3856	tropics	17	0.050000000000000044
76f3f876	1.3892	tropics	2	0.11411444501769133
57f3415b	1.39	tropics	17	0.050000000000000044
5b981cbb	1.4008	north	17	0.050000000000000044
4a1d0f3c	1.4011	north	17	0.050000000000000044
7eae04fa	1.4076	north	17	0.050000000000000044
4c80ef2e	1.409	north	17	0.08247676372661396
2602b0a6	1.4135	tropics	17	0.050000000000000044
3f245e6a	1.4159	tropics	17	0.050000000000000044
4ff6cd48	1.4259	south	17	0.050000000000000044
1165089e	1.4287	north	17	0.050000000000000044
948347b	1.4352	south	17	0.050000000000000044
779edc66	1.4415	tropics	17	0.050000000000000044
3d02080f	1.447	north	17	0.050000000000000044
2980cad5	1.4488	tropics	17	0.050000000000000044
2560a91e	1.4507	north	17	0.050000000000000044
5f7283e0	1.4536	south	17	0.050000000000000044
190716a0	1.4569	tropics	17	0.050000000000000044
6d71929a	1.4589	tropics	17	0.11845189148238917
49c9c1a4	1.4613	south	17	0.050000000000000044
1d755004	1.4661	tropics	17	0.050000000000000044
2391ffb3	1.4675	north	17	0.050000000000000044
66948d1e	1.4686	tropics	2	0.11411444501769133
f9fe4cb	1.4709	tropics	17	0.050000000000000044
2bfede8e	1.4714	north	17	0.050000000000000044
27f7a702	1.4726	tropics	17	0.050000000000000044
142a843f	1.4797	tropics	8	0.0582139749283255
be2b471	1.4808	tropics	17	0.050000000000000044
23ef4653	1.4957	tropics	17	0.08929491442661057
aef6b94	1.4998	tropics	17	0.050000000000000044
562a762d	1.5022	south	17	0.050000000000000044
5f0bdff0	1.503	tropics	17	0.050000000000000044
1e5b5912	1.5032	tropics	17	0.050000000000000044
2dbe9ce6	1.5197	south	17	0.050000000000000044
78629e29	1.5271	tropics	17	0.050000000000000044
7bff4811	1.5415	tropics	17	0.050000000000000044
7b1fc4ae	1.5557	tropics	17	0.050000000000000044
1c146f74	1.5565	north	17	0.050000000000000044
755ef3f2	1.559	tropics	17	0.06694834274196557
70af67cf	1.5638	south	17	0.050000000000000044
1adecec1	1.5701	tropics	17	0.050000000000000044
4986e210	1.5891	tropics	17	0.050000000000000044
45d77219	1.5958	south	17	0.050000000000000044
46558a2	1.5979	south	17	0.050000000000000044
2037899b	1.599	tropics	17	0.050000000000000044
4fdded34	1.6006	south	17	0.050000000000000044
400ee8fa	1.6025	tropics	17	0.050000000000000044
1b4dec23	1.6064	tropics	17	0.050000000000000044
52be34f3	1.6097	tropics	17	0.08061674043656002
515fb5ff	1.6106	tropics	17	0.050000000000000044
53736d7f	1.6137	tropics	17	0.050000000000000044
4eb52991	1.6141	south	17	0.050000000000000044
6d7b51a8	1.6145	tropics	17	0.050000000000000044
2e9435ad	1.6192	south	17	0.050000000000000044
60596eda	1.6223	south	17	0.050000000000000044
5e622a9d	1.6247	south	17	0.050000000000000044
15ea2ae5	1.6313	tropics	17	0.050000000000000044
7e520f9a	1.6314	tropics	17	0.050000000000000044
90cad5b	1.6317	tropics	17	0.050000000000000044
7e922975	1.6351	north	17	0.050000000000000044
3ef0b8d5	1.6355	tropics	17	0.050000000000000044
530ad169	1.643	tropics	17	0.050000000000000044
850c20	1.6532	south	17	0.050000000000000044
42870890	1.6555	tropics	17	0.050000000000000044
32c6a3b2	1.6576	tropics	17	0.050000000000000044
14f3ad09	1.66	tropics	17	0.050000000000000044
7fb62765	1.6703	south	17	0.050000000000000044
a2455ab	1.674	tropics	17	0.050000000000000044
ecc2fde	1.6741	south	17	0.050000000000000044
6c84b57e	1.6816	tropics	17	0.050000000000000044
72b570b0	1.6822	tropics	17	0.050000000000000044
48552e75	1.6829	tropics	17	0.050000000000000044
3af83190	1.6842	south	17	0.050000000000000044
5d3e673a	1.6875	tropics	17	0.050000000000000044
3953a93c	1.6891	south	17	0.050000000000000044
386b1ba9	1.6909	south	17	0.050000000000000044
6afaee67	1.6922	south	17	0.050000000000000044
72bf73ac	1.6949	south	17	0.050000000000000044
14e7208e	1.6968	south	17	0.050000000000000044
202a2fe8	1.7083	south	17	0.050000000000000044
5ee6fc40	1.709	south	17	0.050000000000000044
4bffe44a	1.7092	south	17	0.050000000000000044
9276069	1.7177	south	17	0.06383777100193659
108f98d6	1.7199	south	17	0.050000000000000044
491d9bae	1.7248	south	17	0.050000000000000044
7bed8561	1.7265	south	17	0.050000000000000044
3c62fb9f	1.7277	tropics	17	0.050000000000000044
5f7a7ae8	1.7295	tropics	17	0.050000000000000044
4437c188	1.7317	south	17	0.050000000000000044
5f1d5a48	1.7317	tropics	17	0.050000000000000044
2f76f660	1.7331	south	17	0.050000000000000044
243180bd	1.7437	tropics	17	0.050000000000000044
2271c37f	1.7472	south	17	0.05882403712408469
52818c2b	1.7506	tropics	17	0.050000000000000044
53c75a4	1.753	south	17	0.050000000000000044
547a02a3	1.7532	south	17	0.050000000000000044
49dd08a8	1.7602	tropics	17	0.050000000000000044
1d39da0	1.7609	south	17	0.050000000000000044
7de60e92	1.7668	south	17	0.050000000000000044
3828a6bb	1.7738	tropics	17	0.050000000000000044
d8da4e0	1.7807	tropics	17	0.050000000000000044
48150078	1.7831	south	17	0.050000000000000044
be583f3	1.7839	south	17	0.050000000000000044
69919021	1.7864	tropics	17	0.050000000000000044
734b64c5	1.8118	south	17	0.050000000000000044
892c3d5	1.8186	south	17	0.050000000000000044
6be53035	1.8194	south	17	0.050000000000000044
748f0c31	1.8216	tropics	17	0.050000000000000044
6a091809	1.8265	south	17	0.07541284584137972
22db56e7	1.8354	south	17	0.050000000000000044
6972a3d5	1.8376	tropics	17	0.050000000000000044
17bbeab5	1.8423	tropics	8	0.08574895867061998
50c67595	1.8454	south	17	0.050000000000000044
1cad9790	1.8512	tropics	17	0.050000000000000044
3a30f51c	1.8704	tropics	17	0.050000000000000044
8b13fdd	1.8764	south	17	0.050000000000000044
b7231e2	1.8788	tropics	17	0.050000000000000044
69d37c0b	1.8804	north	8	0.12612325013888492
17fd5da0	1.9128	tropics	17	0.0849139117468728
58ddfb63	1.9192	tropics	17	0.050000000000000044
7d11c629	1.9252	tropics	17	0.050000000000000044
1ef1fcae	1.9429	north	17	0.050000000000000044
23c34d97	1.9468	tropics	17	0.050000000000000044
72bb82cd	1.9633	south	17	0.050000000000000044
33035f67	1.9635	tropics	17	0.050000000000000044
77fd4e7a	1.978	tropics	8	0.06893636410469943
68b43784	2.0119	north	17	0.050000000000000044
4b98db38	2.0441	north	8	0.12612325013888492
5c509751	2.0507	tropics	17	0.050000000000000044
2250078e	2.0597	tropics	17	0.050000000000000044
76ac90f7	2.0668	south	17	0.050000000000000044
1326b0c	2.0786	tropics	8	0.060386071373584996
4eace1b4	2.0935	north	8	0.12612325013888492
56ce0917	2.0948	north	8	0.12612325013888492
1ec7667c	2.0987	tropics	8	0.06894038777186921
1060be8f	2.1137	tropics	17	0.050000000000000044
2cd655d2	2.1365	north	8	0.14135903262089652
66321001	2.1677	tropics	17	0.050000000000000044
1601d402	2.1755	tropics	8	0.09415487411937694
441e483b	2.1843	north	8	0.12612325013888492
8ea7f56	2.1846	north	8	0.12612325013888492
5a95d02b	2.1914	tropics	8	0.06894038777186921
69db61ef	2.1982	north	8	0.12612325013888492
1a98980	2.2064	north	8	0.12612325013888492
4c4b5a9b	2.2126	north	8	0.12612325013888492
2f6ce0f0	2.2134	north	8	0.12612325013888492
39175772	2.2185	north	8	0.12612325013888492
79c2a720	2.2219	north	8	0.12612325013888492
eec50c7	2.2293	north	8	0.1666850955718469
1881cb8c	2.2301	north	17	0.050000000000000044
17f09024	2.2447	north	20	0.21937656465601726
6164db8c	2.2485	north	8	0.12612325013888492
dce85ca	2.2531	north	8	0.12612325013888492
6c808d15	2.2606	north	8	0.12612325013888492
1c13223b	2.2675	north	8	0.12612325013888492
6298703	2.2835	north	20	0.17994035729478733
1ebfcc1b	2.2866	north	8	0.12612325013888492
3e20e9ba	2.2873	north	8	0.12612325013888492
5fda0d24	2.2927	north	8	0.12612325013888492
4156045e	2.2957	north	8	0.12612325013888492
772c2c8	2.2962	north	8	0.12612325013888492
9c8acdd	2.2995	north	8	0.12612325013888492
528c4f7d	2.3021	north	8	0.12612325013888492
5e3364b5	2.3047	tropics	8	0.06894038777186921
2349dc78	2.3078	north	8	0.09417021007566943
704862ea	2.3088	north	8	0.12612325013888492
57084b93	2.3096	north	8	0.12612325013888492
76f43a46	2.3205	north	8	0.12612325013888492
59cf98c1	2.3232	north	8	0.12612325013888492
370340d8	2.3237	tropics	8	0.06894038777186921
2869b11b	2.3323	north	8	0.12612325013888492
82f6b43	2.3425	north	8	0.12612325013888492
68addef4	2.3619	north	20	0.17222347118304096
1717e55a	2.3693	north	8	0.12612325013888492
126e572e	2.3725	south	8	0.12612325013888492
4746ebad	2.3727	tropics	8	0.06894038777186921
4ea41859	2.3844	tropics	8	0.12612325013888492
71da33cc	2.3975	north	8	0.12612325013888492
5e1ba3a5	2.4022	north	8	0.12612325013888492
2da6bb39	2.411	tropics	8	0.06894038777186921
6d4d9d78	2.4121	north	8	0.12612325013888492
3d53d3a0	2.4155	tropics	20	0.18724906426243018
3dd16718	2.4165	north	20	0.1907972509998918
5e2e83bc	2.431	north	8	0.12612325013888492
33cd93fb	2.4345	south	8	0.1252911198977634
2930a7d2	2.436	north	8	0.12612325013888492
6a77cb72	2.4376	south	8	0.12612325013888492
6d701d6e	2.4398	south	8	0.12612325013888492
1933aae6	2.4426	tropics	8	0.06894038777186921
7a742101	2.4427	south	17	0.050000000000000044
675a5046	2.4452	tropics	8	0.06894038777186921
559dcf87	2.4475	north	8	0.15484737004759144
74696703	2.4476	north	8	0.12612325013888492
1de68478	2.4484	north	8	0.12612325013888492
3178d654	2.4669	south	8	0.12612325013888492
43c4fa57	2.4678	south	8	0.12612325013888492
24d7c25c	2.468	north	8	0.12612325013888492
d0f2b95	2.4689	tropics	8	0.06893636410469943
61451130	2.4714	south	8	0.12612325013888492
664795a0	2.4766	south	8	0.12612325013888492
4e294580	2.477	tropics	8	0.06894038777186921
637eb7cb	2.4794	tropics	8	0.12612325013888492
60ec9f59	2.4807	tropics	8	0.12612325013888492
74f7b374	2.4847	south	8	0.12612325013888492
2b4981d9	2.4881	north	8	0.12612325013888492
2b396492	2.492	south	8	0.12612325013888492
45b10344	2.5037	tropics	8	0.12152759922394459
405a7620	2.504	south	8	0.12612325013888492
47c3ef49	2.5152	tropics	8	0.1052170655919263
5ff034c4	2.5161	south	8	0.12612325013888492
4b078f7f	2.5181	south	8	0.16221100663800744
25e7796a	2.5184	south	8	0.12612325013888492
2d27badf	2.5186	south	8	0.12612325013888492
73029c	2.524	south	8	0.12612325013888492
b5cc862	2.5263	south	8	0.12612325013888492
5f402d41	2.5287	south	8	0.1427277034166657
6d12f195	2.5289	south	20	0.21937656465601726
15aba7f8	2.5313	south	8	0.12612325013888492
2501d3e0	2.5358	south	8	0.16165399574812767
53f5bc9c	2.5389	south	8	0.12612325013888492
4c5da68b	2.5399	south	20	0.22379465705015336
67233e2b	2.542	south	8	0.060376748225419524
1d4acc8f	2.5428	south	8	0.12612325013888492
1a22e652	2.5451	north	8	0.12612325013888492
c5ea787	2.5483	north	8	0.12612325013888492
12883a72	2.5507	south	8	0.12612325013888492
6d089a41	2.5507	south	8	0.12612325013888492
36de7f4e	2.5519	south	8	0.12612325013888492
b954875	2.5539	tropics	8	0.12796170445596486
441290fb	2.5541	south	8	0.12612325013888492
6aa44040	2.5542	south	8	0.12612325013888492
bbf2787	2.5545	south	17	0.050000000000000044
53c0496	2.5546	tropics	8	0.05452165077320838
29e07635	2.5573	north	8	0.12612325013888492
c26f8f9	2.5591	south	8	0.15926762226948615
75ecaecd	2.5608	tropics	8	0.06894038777186921
7101353	2.5642	tropics	8	0.06894038777186921
7f393763	2.5648	south	8	0.13827242874129214
5d1d51ab	2.5654	south	8	0.12612325013888492
56418431	2.5656	south	8	0.1066646511407396
4663a1ce	2.5673	south	8	0.12612325013888492
4726f507	2.5676	south	8	0.12612325013888492
54d2bc81	2.5678	south	8	0.12612325013888492
74d76b59	2.5723	south	8	0.12612325013888492
29af59bd	2.5733	south	8	0.12612325013888492
6236cdea	2.5734	tropics	8	0.12612325013888492
72151858	2.5744	south	8	0.12612325013888492
26e33c77	2.5753	south	8	0.12612325013888492
488fd539	2.5775	south	8	0.12612325013888492
5b7e78a6	2.5789	south	8	0.12612325013888492
2dec1d1a	2.5811	south	8	0.09888414602956175
674996a8	2.5812	tropics	8	0.12612325013888492
4f1e34c7	2.5819	south	8	0.12612325013888492
307943d3	2.5827	south	8	0.12612325013888492
1ef51715	2.5833	south	8	0.12612325013888492
5de085da	2.5852	south	8	0.12612325013888492
50405ded	2.587	south	8	0.13355484533777007
53f214f5	2.5921	north	8	0.12612325013888492
4a86f886	2.5927	south	8	0.12612325013888492
30704ddf	2.5931	south	8	0.12612325013888492
2d40c3f2	2.5955	south	8	0.12612325013888492
726d4186	2.5967	north	8	0.12612325013888492
1d58eb4a	2.5969	south	8	0.12612325013888492
67951a95	2.5976	south	8	0.06894038777186921
76947bdf	2.5983	south	20	0.21937656465601726
1bae1d34	2.5991	south	8	0.1249020079302799
3f252ed4	2.5992	tropics	8	0.10202409668845742
2d6cf364	2.6004	south	8	0.12612325013888492
78bd4d99	2.601	south	8	0.12612325013888492
39b2c77c	2.6015	south	8	0.12612325013888492
165af5a0	2.602	south	8	0.12612325013888492
6a5ebe0a	2.6041	south	8	0.16523229635714606
397534f2	2.605	south	8	0.12612325013888492
2490a7c3	2.6062	south	8	0.12612325013888492
38e75401	2.6076	tropics	20	0.19802773439822943
2df393e8	2.6085	south	8	0.12612325013888492
9094f31	2.6088	south	8	0.12612325013888492
12903744	2.6098	south	8	0.12612325013888492
208efa5c	2.6114	south	8	0.12612325013888492
6bff8672	2.6117	south	8	0.12612325013888492
5e381280	2.6128	south	8	0.12612325013888492
1cc74df3	2.6128	south	8	0.12612325013888492
3655e75c	2.6153	south	8	0.14135903262089652
48eda3f6	2.6159	south	8	0.12612325013888492
2ccc67d3	2.616	north	8	0.12612325013888492
1f3e8554	2.6174	south	8	0.12612325013888492
295b5187	2.6175	south	8	0.12612325013888492
32c7c7b8	2.6176	south	8	0.12612325013888492
45784096	2.6191	south	8	0.12612325013888492
2a79aa88	2.6206	tropics	8	0.11654205202765092
42837e3c	2.6208	south	8	0.12612325013888492
147c56b2	2.6208	south	8	0.1406055384665047
2cbc2d69	2.622	south	8	0.12612325013888492
1c3fc1d3	2.6222	south	8	0.12612325013888492
6022cfd8	2.6248	south	8	0.1261252874318062
384e5823	2.6284	south	8	0.12612325013888492
534f4941	2.6286	south	20	0.21937656465601726
5823c20c	2.6305	south	8	0.12612325013888492
2246c336	2.6334	south	8	0.12612325013888492
13534d28	2.6341	south	8	0.12612325013888492
711c0391	2.6372	south	8	0.12612325013888492
ac8759c	2.6385	south	8	0.12612325013888492
2b5c4463	2.6386	south	8	0.12612325013888492
44b942b6	2.639	south	8	0.12612325013888492
733ef576	2.6438	south	8	0.10881752381843526
538f5ae	2.646	tropics	8	0.06894038777186921
707900e4	2.6481	tropics	8	0.06894038777186921
23f08037	2.6493	south	8	0.12612325013888492
5c103e33	2.6516	south	8	0.12612325013888492
51853362	2.6541	tropics	8	0.12612325013888492
64bbce6c	2.6549	south	8	0.12612325013888492
563b38d5	2.6556	south	8	0.12612325013888492
566e5a1a	2.6581	south	8	0.12612325013888492
6ddcd081	2.6587	tropics	8	0.12612325013888492
6bf1716f	2.659	south	8	0.12612325013888492
58eaf2b8	2.6601	south	8	0.12612325013888492
26bd2910	2.6609	south	8	0.12612325013888492
67f06c20	2.6623	tropics	8	0.06894038777186921
789b592b	2.6688	south	8	0.12612325013888492
5b5400b	2.6695	south	8	0.12612325013888492
778db7e0	2.6708	tropics	8	0.06894038777186921
520b1b92	2.6713	south	8	0.12612325013888492
74f02bc1	2.6726	south	20	0.21937656465601726
60577ff4	2.6739	south	8	0.12612325013888492
86958d2	2.6759	south	8	0.12612325013888492
4c71985a	2.6761	south	8	0.0981267672478602
3b5084e7	2.6807	south	20	0.17321411513059704
46e97f31	2.6866	tropics	8	0.12612325013888492
2ab0be82	2.6876	north	8	0.12612325013888492
3130746f	2.6879	south	8	0.12612325013888492
1bdfa047	2.6884	south	8	0.12612325013888492
a9d64d8	2.6885	south	8	0.12612325013888492
3bf759b5	2.6904	tropics	20	0.21937656465601726
7ee44e73	2.6925	south	8	0.12612325013888492
607e217e	2.6954	tropics	8	0.1580633057370232
4bd2c07b	2.6973	south	8	0.12612325013888492
218ab276	2.7009	tropics	8	0.12612325013888492
5017beb3	2.7032	south	8	0.12612325013888492
17a3cdcd	2.7064	south	8	0.10137477715297685
46bfe534	2.7084	north	8	0.12612325013888492
223d42ac	2.712	south	8	0.12612325013888492
4bdb20bc	2.713	south	8	0.12612325013888492
44c37de0	2.7155	tropics	8	0.06894038777186921
4aefc38d	2.7171	south	8	0.12612325013888492
355e47fe	2.7187	south	8	0.12612325013888492
