strain	year	country	clade_membership	fitness
70d79ef	8.1382	north	17	0.4635
53da8942	8.1404	north	25	0.6004
6247defe	8.1442	tropics	9	0.6158
79b6379a	8.1463	north	9	0.5966
7a9bf650	8.1489	north	9	0.5115
64485116	8.1501	north	9	0.5744
31846f3a	8.1513	north	9	0.518
747bbbc3	8.1559	north	17	0.5398
12346cf1	8.1612	north	17	0.4605
3134dd3f	8.1633	tropics	17	0.6302
7f701e33	8.1639	tropics	17	0.5385
66bed311	8.1661	north	17	0.4774
5190832e	8.1665	north	9	0.5386
6fbb116b	8.1678	north	17	0.5458
540b95e0	8.1698	north	9	0.5444
3b4b4df2	8.1705	north	9	0.5486
58a8b5b7	8.1714	tropics	17	0.5342
329feed2	8.1714	north	9	0.4468
54bd45c0	8.1715	north	9	0.4987
15f95b40	8.1732	north	9	0.5293
29a00b81	8.1873	north	9	0.5553
52942ed9	8.1893	north	9	0.5033
147dadc	8.1918	north	9	0.4911
39f6c6a9	8.1919	north	17	0.4675
2c4acb8c	8.1932	north	17	0.5431
5c196742	8.194	north	17	0.4529
7459b8dd	8.1957	north	17	0.4821
2f4ae7bf	8.1985	north	9	0.5645
2f8a534a	8.2007	north	9	0.5054
4d9255c	8.2009	tropics	17	0.5927
5e9dc483	8.2018	north	9	0.4647
3042ace3	8.203	north	9	0.5409
a4325a0	8.2056	north	9	0.4898
72895991	8.2084	north	25	0.529
63e3c4e3	8.2084	north	17	0.4287
11d30d7	8.2087	north	9	0.4841
3d6e26f1	8.2115	north	9	0.5368
255d5541	8.2118	north	9	0.539
55a89476	8.2125	north	9	0.4877
5259c006	8.2141	tropics	9	0.5968
3e06f02	8.2159	north	9	0.5343
408db6e7	8.2173	south	17	0.4622
14ca6cdd	8.2201	north	9	0.4846
662ac3b7	8.2202	south	25	0.5965
40c4b965	8.2208	north	25	0.5312
283efb1d	8.2211	tropics	17	0.4992
804df3c	8.2215	north	9	0.516
b2adc4e	8.2219	north	17	0.4737
2de8f729	8.2247	north	9	0.5386
56b584e9	8.2253	north	9	0.4567
4862809e	8.227	north	9	0.5017
573afadb	8.231	north	9	0.4922
6dbb3b84	8.233	tropics	17	0.557
74795ed2	8.2399	north	9	0.4869
4635db43	8.243	north	9	0.5423
3b7c00a7	8.2445	north	9	0.4242
36840845	8.2464	north	25	0.5659
46608352	8.2482	north	9	0.5062
6fd80ea	8.2483	north	17	0.495
215549e8	8.2491	tropics	17	0.5341
32613dd1	8.251	north	9	0.5375
2f3b8138	8.2511	north	9	0.4871
32e2409	8.2581	tropics	17	0.6189
10c4d2a0	8.2604	tropics	17	0.5201
78ee20ab	8.2628	north	9	0.4472
7b4ca029	8.2652	tropics	17	0.5937
3e25cf52	8.2671	tropics	17	0.6066
7e113f91	8.2701	tropics	17	0.52
6281f1ab	8.2704	north	9	0.4332
594dd14b	8.273	north	17	0.3959
57a47352	8.274	north	9	0.4731
5d592e9d	8.2794	tropics	17	0.5118
5e8a5184	8.2802	tropics	17	0.5882
2983ef86	8.2815	tropics	17	0.5564
721db1e4	8.2827	north	9	0.4707
2eafdd7c	8.2951	north	17	0.4273
49f40345	8.3002	south	9	0.5319
5c9844fb	8.3022	tropics	17	0.5536
7b56a69b	8.3105	tropics	9	0.6645
7e56e128	8.3158	north	9	0.4728
38d62ad6	8.3399	tropics	9	0.5765
46696d7f	8.3473	tropics	17	0.5587
7881294b	8.3493	tropics	9	0.5666
6838569c	8.3543	tropics	17	0.5378
5a6ccb1a	8.3565	tropics	9	0.5655
5189cc0	8.3604	north	17	0.5329
73c334ae	8.3678	tropics	25	0.6284
dfd8909	8.3679	tropics	9	0.5606
36cebd7f	8.3696	tropics	9	0.5749
7f69d3d1	8.3761	tropics	9	0.6027
51036238	8.3835	north	17	0.4914
121385da	8.3849	tropics	9	0.6358
6fd2d73d	8.3909	north	9	0.4492
5b7d8a63	8.3917	south	9	0.5561
41adfb06	8.3989	tropics	17	0.5167
31faa633	8.401	tropics	17	0.5692
48311796	8.4065	south	9	0.554
6d4650c3	8.4093	tropics	9	0.5824
2ff99601	8.4168	south	9	0.5773
1c6b1ffe	8.4173	tropics	9	0.6254
7dfff288	8.4198	south	17	0.6115
5f940d12	8.4264	south	17	0.5536
1ea6d069	8.4266	tropics	9	0.5025
67096dd6	8.4324	tropics	17	0.4824
33fb7877	8.4332	tropics	9	0.5397
7e44525e	8.4337	south	9	0.5565
20d1d092	8.4382	south	9	0.6264
705c810e	8.4393	south	17	0.5409
81048a1	8.4522	south	9	0.5719
3f5468e	8.4537	tropics	9	0.5825
ae1ee5	8.4539	tropics	17	0.5331
11a1665	8.4649	tropics	9	0.5657
265e2234	8.4711	south	9	0.6263
55e7de21	8.4742	south	9	0.5515
730cf100	8.4755	tropics	17	0.5821
45b44af5	8.4763	south	9	0.5461
62c74ef4	8.4867	tropics	17	0.4875
224b0800	8.4904	tropics	17	0.514
76a749f5	8.4912	tropics	9	0.5805
2177543e	8.4916	south	9	0.5871
7688f779	8.4945	tropics	9	0.5845
2d1992d2	8.4956	south	9	0.6131
2cf36705	8.4967	south	25	0.5995
32719a48	8.4976	south	9	0.6209
157826bd	8.5001	south	9	0.6113
479109e8	8.502	south	9	0.6171
aebb44c	8.5022	south	9	0.5814
2f746dfd	8.515	tropics	9	0.5853
259baf53	8.517	tropics	9	0.5375
598b1900	8.5197	south	9	0.5636
7993238a	8.5201	south	9	0.5521
101ae8c9	8.5203	south	9	0.5125
3e8fa02	8.5205	south	9	0.458
724658cf	8.5212	south	25	0.5963
31a73008	8.5239	tropics	9	0.4992
2be14620	8.524	south	9	0.5837
36436ab0	8.5251	south	9	0.5149
13abb146	8.527	south	9	0.56
5426be48	8.5278	tropics	9	0.5784
2a6a9cd0	8.5304	south	9	0.4892
1fbf24b	8.533	south	25	0.5679
67e95aa3	8.5374	south	9	0.5121
ea2aaec	8.5425	south	9	0.5634
535ca791	8.5436	south	9	0.5335
203c39f2	8.5495	south	9	0.5634
1b21b459	8.5529	south	9	0.5443
731aa695	8.553	south	25	0.5032
6f85e28	8.5544	south	9	0.5554
f1a955a	8.5549	south	9	0.5924
688ebee5	8.5586	south	9	0.5263
48e22a82	8.5594	south	9	0.525
7a85bce5	8.5635	south	9	0.5224
66a0d057	8.5638	south	9	0.5482
56b8c518	8.5656	south	9	0.5578
5c5149e3	8.566	south	9	0.5457
23b5ce38	8.5663	south	9	0.5269
114afc69	8.5665	tropics	9	0.5388
33d6308	8.5686	south	9	0.5759
3fdb5dc2	8.5785	tropics	9	0.5598
390cd3e1	8.5801	south	9	0.509
5c3ec89	8.5804	south	9	0.5104
46ee08fc	8.5804	south	9	0.5786
7f285709	8.5815	south	9	0.5926
4b9fc3c6	8.5827	south	25	0.5815
47db07d6	8.5836	tropics	9	0.53
7592652	8.5845	south	25	0.5845
3421a1cd	8.5868	south	9	0.5284
43040732	8.5924	tropics	9	0.5718
cccb7e	8.5927	tropics	9	0.5415
579a6724	8.5942	south	17	0.5409
22ad2a0c	8.5981	tropics	9	0.5523
674669a4	8.6025	south	9	0.4592
4efafa93	8.6033	south	17	0.4986
66ebf5eb	8.6065	south	9	0.48
e2d31e6	8.6068	north	9	0.4957
6522bd4a	8.6083	south	25	0.5906
34c8bff2	8.6099	tropics	9	0.5041
417ec1d6	8.61	tropics	17	0.5894
9dc60c5	8.6118	tropics	17	0.5104
b048b95	8.6143	south	9	0.5071
60c6cdf0	8.6162	south	9	0.4804
7a64ff52	8.6173	tropics	9	0.5662
7d8c52c1	8.6203	south	9	0.5257
65895a88	8.6207	tropics	17	0.52
3b717b81	8.6225	south	25	0.5187
184bef4b	8.6247	south	9	0.5917
4cc9c1e9	8.627	south	9	0.4797
356b1f14	8.6296	south	9	0.4159
4724d039	8.6307	south	25	0.5047
3da2f430	8.6316	tropics	17	0.4694
5035f422	8.6331	south	25	0.5118
66898f36	8.6335	south	25	0.5341
64bb064	8.6341	south	9	0.4412
1da6b6aa	8.6344	south	9	0.4551
35750cc9	8.6345	tropics	9	0.4767
510c3a2	8.6357	south	17	0.5208
163b6bf9	8.6358	south	9	0.4763
439b9ca6	8.6362	tropics	9	0.536
b49ae54	8.6404	south	9	0.463
60b2e58f	8.6441	south	9	0.4795
29d3bb9c	8.6478	tropics	9	0.4726
8306a7a	8.648	tropics	9	0.5765
445b666c	8.6485	south	9	0.531
6ad81870	8.6524	south	9	0.541
517b457e	8.6557	south	9	0.4902
1c545d40	8.6619	south	9	0.5217
f033c2c	8.6669	south	9	0.477
2dd68fb0	8.6701	tropics	17	0.4984
4d3f3d7f	8.6794	tropics	9	0.5501
503032de	8.6799	south	9	0.4707
62ecda6a	8.6819	south	9	0.4873
3353ee76	8.684	south	17	0.4311
1aaeccaa	8.6849	tropics	9	0.5223
2a980496	8.6852	south	9	0.4145
5dad1edd	8.6855	south	9	0.3896
17981857	8.6857	tropics	9	0.5773
3ac0606	8.688	tropics	9	0.6009
79d52b0f	8.6918	south	9	0.4532
34074614	8.6944	south	9	0.5278
289e2faf	8.6984	south	9	0.4231
71e3eb91	8.6992	south	25	0.5586
2331dd41	8.7007	south	9	0.4314
4d8515dc	8.7057	south	17	0.384
75aa797	8.7069	tropics	9	0.5563
377fde49	8.7109	tropics	25	0.5499
11a00e38	8.716	tropics	9	0.523
7f0d4b12	8.7165	tropics	9	0.4722
b7373b1	8.7238	tropics	17	0.5581
7574f369	8.7241	south	9	0.4985
630a14e9	8.7287	tropics	9	0.516
1e69e095	8.7321	south	9	0.4249
46ef7ea8	8.7324	tropics	9	0.5172
57f2b0a5	8.7327	south	25	0.4855
4327ccaa	8.7345	south	9	0.4056
44b17d88	8.7382	south	9	0.4326
2b4209ec	8.749	tropics	9	0.4733
40d7b347	8.7503	tropics	9	0.5735
492993eb	8.7512	tropics	9	0.5239
6f5858ac	8.7527	tropics	9	0.5458
2dfa5520	8.7537	tropics	9	0.5265
578958ea	8.7549	south	9	0.4718
64cef905	8.7598	south	9	0.4474
30d1c69b	8.764	south	25	0.4787
36f4f7b8	8.7695	south	17	0.4241
5c282a85	8.7882	tropics	9	0.4907
543cec84	8.7885	south	9	0.4508
1aa29149	8.804	tropics	9	0.5001
461fe94f	8.8079	south	25	0.4863
6b99f6ef	8.8104	tropics	9	0.5265
60123bb8	8.8111	south	25	0.5006
1192d758	8.8118	south	25	0.5414
30ea2ce0	8.8204	tropics	9	0.543
4c632bc2	8.8501	tropics	9	0.5366
f2e6e18	8.8738	tropics	9	0.5803
3ea9e05b	8.8824	tropics	9	0.5213
6f047e26	8.9039	tropics	25	0.5156
6455be78	8.916	tropics	9	0.4807
6308f8a1	8.9182	tropics	9	0.4744
75c10f83	8.9458	tropics	9	0.5307
2c091df4	8.9585	tropics	17	0.4787
70b610ac	8.9927	south	25	0.4689
65f4769f	9.0192	tropics	9	0.4763
5fccf5a5	9.0234	tropics	9	0.5147
58749264	9.0606	tropics	9	0.5337
25f12872	9.0726	north	25	0.5013
3484cb05	9.0786	tropics	25	0.5447
1f577dc2	9.093	tropics	17	0.5504
49ab54fb	9.1277	tropics	25	0.5459
70132d99	9.1317	tropics	9	0.4805
764f585d	9.1583	tropics	9	0.5435
4fb7a321	9.1829	north	9	0.5181
1ca2d92e	9.2988	tropics	25	0.5526
d3e260b	9.3662	tropics	25	0.5678
2b23d463	9.3677	tropics	25	0.5425
5381474f	9.3696	tropics	25	0.5629
446555d1	9.4671	tropics	9	0.601
24b2839c	9.4862	tropics	9	0.5932
4d5b3451	9.6257	tropics	25	0.5272
27d9b81f	9.7356	tropics	25	0.5429
5972c92	9.8373	tropics	25	0.552
362e1033	10.4827	tropics	25	0.5249
25057ea	10.5091	south	25	0.5273
50fdb89b	10.5437	tropics	25	0.5856
2b34355d	10.9573	tropics	25	0.5431
51ebb8f8	10.9586	tropics	25	0.623
365a0789	10.9632	tropics	25	0.5864
6f54745a	10.9774	tropics	25	0.5184
b3e5388	11.0013	tropics	25	0.5813
46680236	11.0709	tropics	25	0.6078
4f00e6fb	11.0852	tropics	25	0.5563
7e622c60	11.1273	north	25	0.5818
1d85ab13	11.1391	tropics	25	0.596
6123e08e	11.1652	tropics	25	0.551
6f0dd8f5	11.1657	tropics	25	0.5072
12fd2488	11.2165	tropics	25	0.5332
3e115d38	11.2522	tropics	25	0.5894
31105100	11.2612	tropics	25	0.5684
36a75e6e	11.2702	north	25	0.5479
247dc189	11.2784	tropics	25	0.5514
7d9eeaef	11.2798	tropics	25	0.5289
4095da05	11.2824	tropics	25	0.5369
2a8b33c9	11.2864	tropics	25	0.5853
5e9cbd2b	11.3114	tropics	25	0.5635
120fd849	11.3214	tropics	25	0.5749
28aed094	11.3264	tropics	25	0.5044
339f38fe	11.3436	tropics	25	0.5507
f23cabb	11.3461	tropics	25	0.5645
3def9632	11.3529	tropics	25	0.5632
55576138	11.3719	north	25	0.5966
c167631	11.3772	tropics	25	0.5621
dc388d0	11.387	tropics	25	0.531
5d824e35	11.4343	tropics	25	0.5188
3bb5546e	11.4415	south	25	0.5826
26d3fe1d	11.4443	tropics	25	0.5701
6ca17c79	11.4465	tropics	25	0.5534
3f34c078	11.4479	tropics	25	0.5131
6b617c52	11.5211	tropics	25	0.5264
2066e979	11.5232	tropics	25	0.5921
10b7b9df	11.5277	tropics	25	0.6375
7fde5fae	11.5356	tropics	25	0.5347
115b431c	11.5375	tropics	25	0.5933
2821e1d4	11.5495	tropics	25	0.5523
7e7ced93	11.5598	tropics	25	0.4869
fdab5c6	11.5601	tropics	25	0.537
32d8583f	11.5653	tropics	25	0.5574
38d19e1e	11.5761	tropics	25	0.5663
773b5cb6	11.5765	tropics	25	0.5686
481b7f65	11.5821	south	25	0.527
19952365	11.5925	tropics	25	0.5862
46bfe129	11.5925	tropics	25	0.5145
3677f1a7	11.6245	tropics	25	0.5902
2a7326e8	11.6306	tropics	25	0.5714
58730f3	11.6464	south	25	0.5165
22196a6c	11.6514	south	25	0.5325
3b52e12d	11.6587	tropics	25	0.546
1390f0c1	11.6836	tropics	25	0.5026
64d8fef	11.6886	south	25	0.5866
48f56c8b	11.7076	tropics	25	0.5685
6b3a33cb	11.714	tropics	25	0.4921
64e87ee3	11.729	tropics	25	0.5164
1d77619b	11.7502	south	25	0.5805
87cdc7d	11.7593	tropics	25	0.4915
72bfc399	11.7608	south	25	0.5691
4ec11b45	11.769	tropics	25	0.5926
713de910	11.777	tropics	25	0.5911
34f6cd83	11.7812	tropics	25	0.5396
3f9a6f2d	11.7822	south	25	0.536
7d45510e	11.7848	tropics	25	0.6157
36895fb9	11.8011	north	25	0.5706
66f84570	11.8506	south	25	0.586
500a4126	11.8521	south	25	0.5249
5ac46961	11.8689	tropics	25	0.5049
7fb53be5	11.8779	south	25	0.6048
73c01c59	11.8823	tropics	25	0.578
49514ca6	11.8838	tropics	25	0.4897
2d2ffa8c	11.8919	tropics	25	0.5578
79e00125	11.8936	tropics	25	0.5471
160dea27	11.8984	south	25	0.5111
2cd1a456	11.9063	tropics	25	0.5269
79076fe9	11.9155	north	25	0.544
6d9c5752	11.9191	south	25	0.5498
1312b581	11.9242	tropics	25	0.5204
ee91dea	11.9473	north	25	0.5558
35bd3dd3	11.9704	north	12	0.6612
2ace7b5b	11.9777	tropics	25	0.5026
4a0a3e08	11.9808	tropics	25	0.5335
509ac8bd	11.9811	north	25	0.5955
2ca026d3	11.9827	tropics	25	0.5135
53afb0e0	11.9968	tropics	25	0.5209
45943c52	12.0028	tropics	25	0.5319
6b73e89a	12.0088	tropics	25	0.492
70754390	12.0108	tropics	25	0.526
3a8b7002	12.0153	tropics	25	0.5281
1a3bf2b5	12.0184	tropics	25	0.4458
b3d570d	12.0207	tropics	25	0.556
68a18564	12.0246	south	25	0.5814
445e392	12.0376	north	25	0.549
65e27f4	12.0471	north	25	0.5588
332fdc9	12.0636	north	25	0.5078
23dfeb12	12.073	north	25	0.5994
7ee8ffbc	12.0882	north	25	0.509
71c87149	12.0916	tropics	25	0.5426
79b4d312	12.1041	tropics	25	0.5922
1edc6871	12.1058	north	25	0.5358
2cef3ba6	12.1126	tropics	25	0.5596
55e749b4	12.1147	north	25	0.5375
46eb54e0	12.1206	tropics	25	0.4362
553e3e2d	12.1274	north	25	0.5447
519cec01	12.129	north	25	0.5501
4bfb81e2	12.1327	north	25	0.5122
53089d04	12.1345	north	25	0.5758
4c32183f	12.1427	north	25	0.5386
47dfaadf	12.1515	north	25	0.6017
4ccba578	12.1524	north	25	0.511
22c6377	12.162	north	25	0.5352
1a17d2fb	12.1635	north	25	0.5555
59a5d900	12.183	north	25	0.5585
69cd0a25	12.1885	north	25	0.5259
4288dfe2	12.1956	north	25	0.5526
42129c75	12.1975	north	25	0.542
2c657325	12.2061	north	25	0.5288
f7d36	12.2063	north	25	0.5056
511f126a	12.2135	north	25	0.5491
2c32648	12.2234	north	25	0.5189
710f3bca	12.2235	north	25	0.5441
323db023	12.2264	tropics	25	0.504
70e9a61	12.2514	tropics	25	0.5341
60cec48d	12.2658	north	25	0.4789
31870845	12.2708	north	25	0.4982
37b22295	12.2714	tropics	9	0.5876
36e159a2	12.2817	north	25	0.5439
2d8bbcfb	12.287	north	25	0.5132
750681d9	12.2889	north	12	0.5318
71e93472	12.2949	north	25	0.5132
2b13f905	12.2962	north	25	0.4609
1fc0f6b4	12.297	north	12	0.6229
30668438	12.3002	north	25	0.4241
52b8e486	12.3164	north	25	0.5123
62320e18	12.3209	north	25	0.5112
53058394	12.324	north	12	0.5029
6bd119cf	12.3275	north	25	0.5245
1ee9fe60	12.3327	north	25	0.4427
42598aa7	12.3508	north	25	0.5266
4e1c3942	12.3755	north	25	0.5239
421b9a5	12.3855	north	25	0.4888
3d3088f5	12.3957	north	25	0.436
504a26ab	12.4033	tropics	0	0.5859
2e635033	12.4196	north	12	0.5909
694337be	12.4201	north	25	0.4447
15c0a18a	12.4358	tropics	25	0.5613
2ac9eff8	12.4383	tropics	25	0.5403
7fb18baa	12.4687	south	25	0.5049
4e906ca9	12.5066	south	12	0.5849
6222a5c7	12.5078	tropics	25	0.5372
489f4de7	12.523	south	12	0.6031
184c1431	12.5283	tropics	25	0.5932
33c2456b	12.5339	tropics	12	0.5279
4a48e6ea	12.5613	south	12	0.619
58f27cbb	12.5743	south	25	0.5306
e032e7c	12.5765	south	12	0.5759
300ab1f5	12.5776	tropics	25	0.4951
57922023	12.5788	south	12	0.6727
70ed1647	12.5873	south	25	0.5827
15c23f6	12.5916	south	12	0.5869
2980253c	12.5919	south	25	0.5014
5dc3cfdc	12.5948	south	12	0.6172
5843b48c	12.6055	south	0	0.6429
3c62d268	12.6095	south	12	0.6424
4bb5068	12.6096	south	12	0.5695
1492f01b	12.611	south	25	0.5291
52f8135f	12.6127	south	25	0.572
24c9194d	12.6139	south	25	0.5694
35ab3c0	12.6385	south	12	0.5795
3fd9d8e2	12.6393	south	12	0.5398
40a66c15	12.6439	south	12	0.5912
3c9e305d	12.6464	south	12	0.6175
496aeb5d	12.6561	south	25	0.5563
4c5f5f8b	12.66	south	12	0.5905
769f7a17	12.6715	north	12	0.591
72a83ced	12.6747	north	25	0.5304
10b4a840	12.6751	south	25	0.5722
7321e6db	12.6752	south	12	0.5635
7447c55	12.6756	south	25	0.5258
214a99a8	12.68	south	12	0.5392
2ef3b099	12.6814	south	12	0.5706
fe24011	12.6916	tropics	0	0.5817
3564fa37	12.6998	south	25	0.4906
16918a4a	12.7009	south	9	0.5588
72d8cb3f	12.7073	south	12	0.5708
299fa458	12.7098	south	12	0.5584
14edcf4d	12.72	south	25	0.5046
aaa69c8	12.7292	south	12	0.5642
6556a5f2	12.7415	south	12	0.5586
20c741e8	12.7422	south	25	0.5378
234d070	12.7556	south	12	0.5916
32d2c8d1	12.7692	tropics	12	0.6022
26dae0be	12.7708	south	12	0.5496
367106da	12.7856	south	25	0.457
33c2bbae	12.7857	south	12	0.5219
6498d6d	12.7871	south	12	0.5297
40db47b3	12.793	north	25	0.512
252076b5	12.7956	south	21	0.5825
362a9461	12.8018	south	25	0.5243
34575b13	12.8034	south	25	0.5141
711350f8	12.8037	south	12	0.5627
53f3b6b7	12.8138	south	12	0.5528
79212ce7	12.8156	south	12	0.5555
ed8091e	12.8174	south	12	0.5419
28eec2df	12.8197	south	12	0.5028
4b8e3d14	12.8268	south	12	0.5521
516d5e43	12.833	south	12	0.5656
4b6d931	12.8446	tropics	0	0.5939
309a8033	12.8469	south	12	0.5261
7b5c6f5c	12.8473	south	12	0.4939
33e0eb73	12.8575	south	12	0.5398
6973b323	12.8626	tropics	0	0.5406
36eee668	12.8731	south	12	0.6023
534243a6	12.8928	south	12	0.5653
4d417e39	12.904	south	12	0.5406
15d28fbc	12.9095	south	12	0.4868
570065c6	12.919	tropics	12	0.5889
fae764d	12.9284	south	12	0.5269
2ad8ed55	12.9412	south	12	0.5339
7e842276	12.9471	tropics	12	0.5823
4e20c547	12.963	south	12	0.4558
6c260712	12.9975	tropics	12	0.5396
6c1b3a4d	13.0172	tropics	25	0.4898
2fb1b1f9	13.0227	tropics	12	0.6059
735deabc	13.0356	north	12	0.5637
4265de60	13.0633	north	12	0.5627
35fe13e3	13.0805	north	12	0.5879
18482c66	13.1047	tropics	0	0.5735
57500fc4	13.1138	south	12	0.5621
2e38956a	13.1191	tropics	0	0.5334
7efa4b85	13.1221	tropics	12	0.6215
70565b66	13.1228	north	12	0.5901
6834d678	13.1245	tropics	25	0.5265
60b33f59	13.1261	tropics	12	0.6086
1cf87d70	13.1273	north	12	0.5359
56c25461	13.15	north	12	0.5126
676bed73	13.175	north	12	0.5398
50d88377	13.1761	south	12	0.5485
1c2823f5	13.1819	south	12	0.5753
31f6ad92	13.1826	north	12	0.5535
55f6f27b	13.1903	north	12	0.5894
10ba1c4d	13.1906	north	0	0.5335
28dfecab	13.2055	tropics	0	0.601
3b1574fc	13.206	tropics	12	0.5804
1584046c	13.2157	north	12	0.5066
373727f5	13.2213	tropics	12	0.6042
a007182	13.2256	tropics	0	0.5952
1e1007f4	13.2321	north	12	0.5536
296dbd73	13.2329	tropics	12	0.6176
2240e210	13.2378	north	12	0.5357
77c104aa	13.2462	north	12	0.5502
42b47988	13.2543	tropics	12	0.5958
30acc443	13.2569	north	12	0.5151
17997a25	13.2683	north	12	0.5838
63bc46b1	13.2684	north	12	0.5884
73ce5e4e	13.2714	north	12	0.5394
7d3ebed2	13.2788	tropics	0	0.5117
39c856d1	13.3009	north	12	0.531
7c348f96	13.312	north	21	0.5968
314d65b7	13.3142	tropics	0	0.5626
70e2599e	13.3177	north	12	0.5251
7485a576	13.3235	north	25	0.5661
59a9675a	13.3271	tropics	12	0.5586
3b9bbd5e	13.3272	tropics	12	0.5464
42426fd1	13.333	north	12	0.469
4c371393	13.3364	tropics	0	0.5945
5f6b9c24	13.3572	tropics	0	0.5775
43d3d3d4	13.377	north	12	0.5766
38dfe4a9	13.3922	tropics	0	0.528
5c4a2e33	13.3948	tropics	12	0.5492
6d14d276	13.3974	tropics	12	0.5251
31d874d3	13.401	tropics	12	0.6166
2b9b21f2	13.407	north	12	0.5709
17604b8f	13.4088	tropics	12	0.5736
274a019c	13.4204	tropics	12	0.5789
216f8420	13.4266	tropics	12	0.5107
239c360f	13.4363	tropics	12	0.5339
7d075ed4	13.4391	tropics	0	0.6026
22e450c3	13.4417	tropics	12	0.5339
75fa9976	13.4478	tropics	0	0.5701
365e119f	13.4514	tropics	0	0.5367
6150065c	13.4626	tropics	12	0.5831
620a5fa0	13.4778	tropics	12	0.6116
19bc83c4	13.4779	tropics	12	0.5998
68f64c74	13.4886	tropics	12	0.4827
648d1b2d	13.492	south	0	0.5826
65c3f49	13.4927	tropics	21	0.5984
185bd196	13.4979	tropics	0	0.5794
3e386515	13.5023	tropics	12	0.6079
a009bb7	13.513	tropics	0	0.5203
2b742411	13.5147	tropics	0	0.5338
cb91d01	13.5234	tropics	12	0.5234
45b62d5a	13.5418	tropics	12	0.5182
15ae4873	13.5525	south	12	0.5247
7388be50	13.5551	tropics	0	0.564
27d19f36	13.569	tropics	0	0.5188
1dc9abd0	13.5925	south	12	0.5949
336e8214	13.5933	tropics	12	0.6086
1706565f	13.6011	tropics	12	0.5562
8738a47	13.6056	north	12	0.5493
716ce040	13.6088	south	0	0.5444
11b8cdb6	13.6159	tropics	25	0.4912
167eb1d4	13.6205	south	12	0.5474
727fb7cc	13.6438	south	12	0.5317
3f8fba1f	13.6449	south	12	0.6094
613f9978	13.6496	tropics	12	0.5336
382fe724	13.6582	tropics	0	0.5861
38cab60d	13.669	tropics	0	0.5206
26e22cc3	13.6699	south	12	0.4838
6d4d7ee6	13.6801	tropics	0	0.5804
35c38f91	13.6833	tropics	27	0.5775
4c1762b6	13.7019	south	12	0.5454
ea9c390	13.7112	tropics	12	0.5953
649f38cc	13.7156	tropics	0	0.5738
2ed3e968	13.7231	south	0	0.5357
5c34541f	13.7236	south	25	0.479
50ec52c4	13.7361	south	12	0.5252
2e142ef0	13.7467	south	12	0.4212
6648523e	13.7503	tropics	0	0.5653
5cd1e359	13.761	tropics	0	0.5186
4f1644e9	13.773	tropics	12	0.5143
6de0bc54	13.7891	south	0	0.5286
1bad6f61	13.7899	south	12	0.5313
1bccb2b3	13.7932	tropics	0	0.5599
2182c49	13.7946	tropics	0	0.5361
73738783	13.7955	tropics	0	0.5154
439f5167	13.799	tropics	0	0.5186
51a2dddf	13.8011	tropics	12	0.4962
439f88bc	13.8042	tropics	12	0.5518
6f8bc91e	13.8099	tropics	0	0.5442
d3fe4c9	13.8135	south	12	0.5125
5ceba0b6	13.8295	tropics	0	0.5581
5d1e89fe	13.853	tropics	0	0.54
3a41fa2e	13.8539	south	12	0.5105
6986ccab	13.8672	south	12	0.5203
353d7105	13.8799	tropics	12	0.4993
64a1f831	13.8815	tropics	0	0.5457
e0c1216	13.8972	tropics	12	0.563
48908dc5	13.9224	tropics	0	0.4364
1982d1e8	13.9342	north	0	0.5266
1b7d3e43	13.9596	tropics	27	0.5666
34f7c8dc	13.9781	tropics	0	0.6176
1325810c	13.9907	tropics	21	0.6517
76d732d5	14.0075	tropics	12	0.4866
11cfe8ff	14.0112	tropics	21	0.5934
3896aaed	14.0321	north	0	0.5632
6f2d9593	14.0368	north	0	0.5608
50ceda1d	14.037	north	27	0.6475
5cfc2809	14.0443	tropics	0	0.5643
3c21a68b	14.0444	tropics	0	0.5236
5c904661	14.0452	north	21	0.5915
4b63d46b	14.0499	north	0	0.5738
346a5f7d	14.0586	north	12	0.4778
6ec67a02	14.0599	north	21	0.6039
29808ba5	14.069	north	0	0.5616
3290892	14.0725	north	21	0.6042
58e85486	14.0953	north	0	0.5633
10f6c729	14.0993	tropics	0	0.4879
2b10f05	14.1085	north	12	0.5784
8b03925	14.1088	north	12	0.4924
69196feb	14.1095	tropics	0	0.5465
47f94158	14.1185	tropics	12	0.5379
32116742	14.1218	tropics	0	0.5463
2c668ed8	14.1351	tropics	0	0.5255
6548f2a0	14.1411	south	0	0.5822
4a4c5524	14.1418	north	12	0.5624
698dfb41	14.1484	north	12	0.5289
11888622	14.1502	north	27	0.6669
5c49370c	14.1541	north	0	0.5317
6cf8e6e7	14.1566	north	0	0.585
20e4d58b	14.1572	north	0	0.5623
3583d948	14.1581	north	12	0.5872
1b091b56	14.1646	tropics	0	0.5038
47fa8527	14.1667	tropics	12	0.5954
67b73ad3	14.1718	tropics	21	0.6107
7b4007af	14.1787	tropics	0	0.563
6763c1eb	14.1915	tropics	0	0.4762
1096415d	14.2107	north	12	0.5161
1d6d3816	14.221	north	27	0.6296
3b1bbf42	14.2251	tropics	21	0.5941
78bd5930	14.2303	tropics	12	0.5208
b31008e	14.2311	north	21	0.5982
1adda363	14.2498	north	27	0.6055
3236c1f3	14.2525	north	21	0.6108
4175b53e	14.2537	north	0	0.4863
