batch,config,run,genetic_bin_low,genetic_bin_high,n_pairs,median_antigenic_distance,q25_antigenic_distance,q75_antigenic_distance
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,20,0,2,12527,1.417246517018123,0.00010000000000065512,2.21789788764046
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,20,3,5,27017,4.4354727211425855,2.826803093602383,5.858930448469243
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,20,6,10,52666,10.528212674998544,7.894309779835095,13.416023897191002
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,20,11,20,82446,22.55032368795485,18.20058188520356,27.907974226912277
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,20,21,40,25344,39.78388165991348,35.98680534265303,43.140396755940955
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,22,0,2,12051,0.7110663541470637,0.0,2.258067175705805
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,22,3,5,28207,4.14520678495054,2.8294198574972933,5.452548876443019
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,22,6,10,57201,9.472260262999534,7.16785418448227,11.958289928330053
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,22,11,20,84895,19.068135250726538,16.269262817964435,21.65054922467326
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,22,21,40,17646,23.866600061592347,22.91495559694585,25.379340957952394
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,23,0,2,13755,0.7054517559691774,0.0,2.087348605288538
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,23,3,5,30240,4.315121830261575,2.8442422277295556,5.819939282329329
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,23,6,10,59879,10.141413819088543,7.543962354757614,13.228010916989751
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,23,11,20,79164,21.6797561187851,17.646745460849147,25.53529387436142
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,23,21,40,16962,32.18468042733996,30.791343299050794,33.61894178703429
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,24,0,2,13237,1.438578301657577,0.0,2.370592046304045
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,24,3,5,29642,4.476108690592756,2.9048249534180175,5.945202604621646
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,24,6,10,53118,9.782180216086799,7.304356890324836,12.318810864689825
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,24,11,20,85277,19.92538797137963,16.36232218849146,23.189734222711564
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,24,21,40,18726,27.228259998207744,26.093516021971418,28.48018003594781
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,25,0,2,12032,1.1345098016324007,0.0,2.4405237839447493
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,25,3,5,25316,4.432698596791801,2.9665079942585693,6.68720435234336
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,25,6,10,47479,9.59948344704026,6.6563320808084665,12.38211500269643
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,25,11,20,83787,18.842510834015727,15.808358765222911,21.674283481813188
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,25,21,40,31386,26.268834540001958,23.990009452478336,29.39510333388879
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,26,0,2,12698,1.3408083420086612,0.0,2.1594432731609308
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,26,3,5,29795,3.7121480627798236,2.458815504051731,4.874868835667908
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,26,6,10,47384,8.156429479251326,6.085264908777601,10.161102708859898
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,26,11,20,80830,17.457871461395598,13.65496829179768,21.506797001180814
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,26,21,40,29293,30.73445181502348,26.756963588568865,34.64516306124132
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,29,0,2,12614,1.2332693499552254,0.0,2.2062514317275825
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,29,3,5,29465,4.119105364032344,2.8556626498940667,5.352873083681324
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,29,6,10,56136,9.941806695177855,7.53443259310215,12.275582204115615
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,29,11,20,83287,22.401817733389404,17.859043478585292,27.408741289595913
2026-07-04-reviewer-runs,nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,29,21,40,18498,37.600898392724616,34.71818889775214,40.331621883490165
