config,run,method,bg_bin,bg_bin_low,same_rate,null_rate,n_same,n_null
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,variant_phylo,8-15,8,0.0,8.415383320710259e-05,1253,11883
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,variant_phylo,16-31,16,0.0,0.0,1137,11396
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,variant_tsne,0,0,0.9822485207100592,0.94467382328654,169,1211
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,variant_tsne,1,1,0.375,0.2092020129403307,224,1391
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,variant_tsne,2-3,2,0.04220183486238532,0.0234704641350211,545,3792
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,variant_tsne,4-7,4,0.0021253985122210413,0.0033453422542460112,941,7772
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,variant_tsne,8-15,8,0.0,0.0005049229992426155,1253,11883
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,variant_tsne,16-31,16,0.0,8.775008775008775e-05,1137,11396
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,22,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_ag,0,0,0.952,0.9033962264150943,125,1325
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_ag,1,1,0.19708029197080293,0.184287812041116,137,1362
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_ag,2-3,2,0.034334763948497854,0.034468524251805986,466,4845
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_ag,4-7,4,0.006675567423230975,0.0047562425683709865,749,8410
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_ag,8-15,8,0.0,0.0,1112,13557
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_ag,16-31,16,0.0,0.0,628,8209
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_phylo,0,0,0.992,0.9471698113207547,125,1325
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_phylo,1,1,0.7956204379562044,0.4566813509544787,137,1362
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_phylo,2-3,2,0.1459227467811159,0.1692466460268318,466,4845
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_phylo,4-7,4,0.03337783711615487,0.04268727705112961,749,8410
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_phylo,8-15,8,0.0,0.0,1112,13557
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_phylo,16-31,16,0.0,0.0,628,8209
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_tsne,0,0,1.0,0.9562264150943396,125,1325
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_tsne,1,1,0.39416058394160586,0.23127753303964757,137,1362
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_tsne,2-3,2,0.023605150214592276,0.013209494324045407,466,4845
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_tsne,4-7,4,0.0,0.0,749,8410
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_tsne,8-15,8,0.0,0.0,1112,13557
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_tsne,16-31,16,0.0,0.0,628,8209
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,23,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_ag,0,0,0.972027972027972,0.9564124056999161,143,1193
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_ag,1,1,0.19135802469135801,0.18127490039840638,162,1506
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_ag,2-3,2,0.03365384615384615,0.021899668958492487,416,3927
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_ag,4-7,4,0.004796163069544364,0.002384837454499812,834,7967
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_ag,8-15,8,0.0,0.0,1346,14016
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_ag,16-31,16,0.0,0.0,744,9143
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_phylo,0,0,1.0,0.9740150880134115,143,1193
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_phylo,1,1,0.6172839506172839,0.4395750332005312,162,1506
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_phylo,2-3,2,0.16346153846153846,0.18589253883371532,416,3927
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_phylo,4-7,4,0.02038369304556355,0.028618049453997742,834,7967
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_phylo,8-15,8,0.0,0.00014269406392694063,1346,14016
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_phylo,16-31,16,0.0,0.0,744,9143
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_tsne,0,0,0.965034965034965,0.9438390611902766,143,1193
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_tsne,1,1,0.36419753086419754,0.24236387782204516,162,1506
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_tsne,2-3,2,0.019230769230769232,0.01935319582378406,416,3927
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_tsne,4-7,4,0.0,0.0026358729760261076,834,7967
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_tsne,8-15,8,0.0,0.0,1346,14016
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_tsne,16-31,16,0.0,0.0,744,9143
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,28,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_ag,0,0,0.9280575539568345,0.9395522388059702,139,1340
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_ag,1,1,0.19889502762430938,0.23045744064852344,181,1727
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_ag,2-3,2,0.029069767441860465,0.02353948213139311,516,4673
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_ag,4-7,4,0.0010319917440660474,0.0013997433803802637,969,8573
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_ag,8-15,8,0.0,0.0,1243,13758
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_ag,16-31,16,0.0,0.0,595,7463
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_phylo,0,0,0.9784172661870504,0.9664179104477612,139,1340
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_phylo,1,1,0.6574585635359116,0.46844238563983787,181,1727
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_phylo,2-3,2,0.1821705426356589,0.21292531564305586,516,4673
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_phylo,4-7,4,0.04953560371517028,0.035576810917998365,969,8573
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_phylo,8-15,8,0.0,0.0,1243,13758
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_phylo,16-31,16,0.0,0.0,595,7463
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_tsne,0,0,0.9640287769784173,0.9343283582089552,139,1340
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_tsne,1,1,0.3259668508287293,0.22872032426172553,181,1727
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_tsne,2-3,2,0.013565891472868217,0.01326770811042157,516,4673
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_tsne,4-7,4,0.0,0.00011664528169835531,969,8573
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_tsne,8-15,8,0.0,0.0,1243,13758
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_tsne,16-31,16,0.0,0.0,595,7463
nonEpitopeAcceptance_0.2_epitopeAcceptance_0.75,29,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_ag,0,0,0.971830985915493,0.9510763209393346,142,1022
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_ag,1,1,0.24315068493150685,0.17214584578601316,292,1673
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_ag,2-3,2,0.05067567567567568,0.03319393622582331,592,3826
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_ag,4-7,4,0.0,0.004311471126208518,1181,7654
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_ag,8-15,8,0.0,0.0,1977,13997
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_ag,16-31,16,0.0,0.00021417862497322766,1031,9338
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_phylo,0,0,0.971830985915493,0.9540117416829745,142,1022
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_phylo,1,1,0.6438356164383562,0.4255827854154214,292,1673
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_phylo,2-3,2,0.25844594594594594,0.2475169890224778,592,3826
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_phylo,4-7,4,0.04741744284504657,0.04886333943036321,1181,7654
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_phylo,8-15,8,0.0,0.0,1977,13997
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_phylo,16-31,16,0.0,0.00021417862497322766,1031,9338
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_tsne,0,0,0.971830985915493,0.9168297455968689,142,1022
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_tsne,1,1,0.3801369863013699,0.22295277943813507,292,1673
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_tsne,2-3,2,0.02195945945945946,0.031102979613173026,592,3826
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_tsne,4-7,4,0.001693480101608806,0.0036582179252678338,1181,7654
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_tsne,8-15,8,0.0,0.0012145459741373151,1977,13997
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_tsne,16-31,16,0.0,0.00021417862497322766,1031,9338
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,1,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_ag,0,0,0.9790575916230366,0.9378995433789954,191,1095
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_ag,1,1,0.15269461077844312,0.18604651162790697,334,1677
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_ag,2-3,2,0.044226044226044224,0.039324487334137515,814,4145
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_ag,4-7,4,0.00221606648199446,0.001074533554752369,1805,10237
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_ag,8-15,8,0.0,0.00013143195110731419,2199,15217
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_ag,16-31,16,0.0,0.0,658,4869
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_phylo,0,0,0.9842931937172775,0.9415525114155251,191,1095
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_phylo,1,1,0.6526946107784432,0.3911747167561121,334,1677
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_phylo,2-3,2,0.19656019656019655,0.19300361881785283,814,4145
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_phylo,4-7,4,0.012742382271468145,0.01592263358405783,1805,10237
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_phylo,8-15,8,0.0,0.00013143195110731419,2199,15217
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_phylo,16-31,16,0.0,0.0,658,4869
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_tsne,0,0,0.9842931937172775,0.9305936073059361,191,1095
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_tsne,1,1,0.3502994011976048,0.24150268336314848,334,1677
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_tsne,2-3,2,0.030712530712530713,0.02509047044632087,814,4145
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_tsne,4-7,4,0.0,9.768486861385171e-05,1805,10237
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_tsne,8-15,8,0.0,0.0,2199,15217
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_tsne,16-31,16,0.0,0.0,658,4869
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,3,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_ag,0,0,0.9725274725274725,0.9436619718309859,182,1065
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_ag,1,1,0.3008474576271186,0.25375494071146243,236,1265
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_ag,2-3,2,0.056338028169014086,0.0459954969443551,568,3109
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_ag,4-7,4,0.008322663252240717,0.007165034631000717,1562,8374
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_ag,8-15,8,0.0,0.00016041065126724414,2091,12468
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_ag,16-31,16,0.0,0.0,1690,11196
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_phylo,0,0,0.7032967032967034,0.0,182,1065
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_phylo,1,1,0.0,0.0007905138339920949,236,1265
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_phylo,2-3,2,0.0,0.0,568,3109
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_phylo,4-7,4,0.0,0.0,1562,8374
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_phylo,8-15,8,0.0,0.0,2091,12468
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_phylo,16-31,16,0.0,0.0,1690,11196
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_tsne,0,0,0.989010989010989,0.9699530516431925,182,1065
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_tsne,1,1,0.4279661016949153,0.2924901185770751,236,1265
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_tsne,2-3,2,0.03873239436619718,0.04889031843036346,568,3109
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_tsne,4-7,4,0.0006402048655569782,0.0005970862192500597,1562,8374
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_tsne,8-15,8,0.0014347202295552368,0.0018447224895733077,2091,12468
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_tsne,16-31,16,0.0,0.0,1690,11196
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,5,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_ag,0,0,0.9340659340659341,0.902738432483475,182,1059
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_ag,1,1,0.18565400843881857,0.15030885380919698,237,1457
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_ag,2-3,2,0.07719928186714542,0.06793321819228555,557,3474
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_ag,4-7,4,0.0036603221083455345,0.00394359464627151,1366,8368
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_ag,8-15,8,0.0,0.0,2147,14614
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_ag,16-31,16,0.0,0.0001247193813918683,1070,8018
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_phylo,0,0,0.989010989010989,0.9518413597733711,182,1059
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_phylo,1,1,0.8016877637130801,0.575840768702814,237,1457
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_phylo,2-3,2,0.29443447037701975,0.307426597582038,557,3474
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_phylo,4-7,4,0.0739385065885798,0.08568355640535373,1366,8368
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_phylo,8-15,8,0.0018630647414997672,0.002463391268646503,2147,14614
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_phylo,16-31,16,0.0,0.00037415814417560486,1070,8018
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_tsne,0,0,0.989010989010989,0.9678942398489141,182,1059
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_tsne,1,1,0.4345991561181435,0.2772820864790666,237,1457
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_tsne,2-3,2,0.05565529622980251,0.03857225100748417,557,3474
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_tsne,4-7,4,0.0,0.0013145315487571702,1366,8368
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_tsne,8-15,8,0.0,0.0,2147,14614
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_tsne,16-31,16,0.0,0.0001247193813918683,1070,8018
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,6,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_ag,0,0,0.9547738693467337,0.9316608996539792,199,1156
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_ag,1,1,0.19672131147540983,0.23273855702094648,183,1289
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_ag,2-3,2,0.04844290657439446,0.05876315114190403,578,3897
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_ag,4-7,4,0.013121546961325966,0.012694351505609132,1448,10162
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_ag,8-15,8,0.0,0.00019220912352639673,2042,15608
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_ag,16-31,16,0.0,0.0,622,5325
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_phylo,0,0,1.0,0.9524221453287197,199,1156
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_phylo,1,1,0.6174863387978142,0.33204034134988364,183,1289
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_phylo,2-3,2,0.07439446366782007,0.059532974082627664,578,3897
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_phylo,4-7,4,0.004834254143646409,0.0063963786656170045,1448,10162
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_phylo,8-15,8,0.0,0.00019220912352639673,2042,15608
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_phylo,16-31,16,0.0,0.0,622,5325
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_tsne,0,0,1.0,0.9697231833910035,199,1156
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_tsne,1,1,0.4426229508196721,0.32505818463925523,183,1289
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_tsne,2-3,2,0.04325259515570934,0.02848344880677444,578,3897
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_tsne,4-7,4,0.0020718232044198894,0.0014760873843731549,1448,10162
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_tsne,8-15,8,0.0,6.406970784213224e-05,2042,15608
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_tsne,16-31,16,0.0,0.0,622,5325
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,10,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_ag,0,0,0.9597989949748744,0.9435318275154004,199,974
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_ag,1,1,0.19540229885057472,0.18666666666666668,261,1425
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_ag,2-3,2,0.03933253873659118,0.039550561797752806,839,4450
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_ag,4-7,4,0.01037463976945245,0.007378209015564989,1735,9894
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_ag,8-15,8,0.0,0.00021820959031149418,2863,18331
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_ag,16-31,16,0.0,0.0,279,2090
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_phylo,0,0,1.0,0.9496919917864476,199,974
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_phylo,1,1,0.6704980842911877,0.4435087719298246,261,1425
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_phylo,2-3,2,0.14898688915375446,0.15033707865168539,839,4450
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_phylo,4-7,4,0.005187319884726225,0.003840711542348898,1735,9894
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_phylo,8-15,8,0.0,0.0,2863,18331
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_phylo,16-31,16,0.0,0.0,279,2090
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_tsne,0,0,1.0,0.9702258726899384,199,974
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_tsne,1,1,0.31800766283524906,0.22035087719298246,261,1425
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_tsne,2-3,2,0.03098927294398093,0.024494382022471912,839,4450
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_tsne,4-7,4,0.00345821325648415,0.002425712553062462,1735,9894
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_tsne,8-15,8,0.0,0.0,2863,18331
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_tsne,16-31,16,0.0,0.0,279,2090
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,11,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_ag,0,0,0.9520958083832335,0.9145299145299145,167,819
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_ag,1,1,0.20238095238095238,0.20614954577218728,252,1431
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_ag,2-3,2,0.0755287009063444,0.08326155612977318,662,3483
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_ag,4-7,4,0.014603616133518776,0.012764902714090965,1438,8069
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_ag,8-15,8,0.0,0.00015169902912621358,2024,13184
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_ag,16-31,16,0.0,0.0,1413,10081
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_ag,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_phylo,0,0,1.0,0.9401709401709402,167,819
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_phylo,1,1,0.6507936507936508,0.3843466107617051,252,1431
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_phylo,2-3,2,0.13746223564954682,0.12115991960953201,662,3483
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_phylo,4-7,4,0.024339360222531293,0.028999876068905688,1438,8069
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_phylo,8-15,8,0.0,7.584951456310679e-05,2024,13184
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_phylo,16-31,16,0.0,0.0,1413,10081
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_phylo,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_tsne,0,0,1.0,0.9633699633699634,167,819
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_tsne,1,1,0.4603174603174603,0.3473095737246681,252,1431
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_tsne,2-3,2,0.03625377643504532,0.03818547229399943,662,3483
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_tsne,4-7,4,0.0006954102920723226,0.0014871731317387532,1438,8069
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_tsne,8-15,8,0.0004940711462450593,0.0009101941747572816,2024,13184
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_tsne,16-31,16,0.0,9.919650828290844e-05,1413,10081
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,12,variant_tsne,32+,32,,,0,0
nonEpitopeAcceptance_0.2_epitopeAcceptance_1.0,14,variant_ag,0,0,0.9483870967741935,0.9303703703703704,155,675
