date,diversity,tmrca,netau,serialInterval,antigenicDiversity,totalN,totalS,totalI,totalR,totalCases,northDiversity,northTmrca,northNetau,northSerialInterval,northAntigenicDiversity,northN,northS,northI,northR,northCases,tropicsDiversity,tropicsTmrca,tropicsNetau,tropicsSerialInterval,tropicsAntigenicDiversity,tropicsN,tropicsS,tropicsI,tropicsR,tropicsCases,southDiversity,southTmrca,southNetau,southSerialInterval,southAntigenicDiversity,southN,southS,southI,southR,southCases
0.5288,2.0627,2.7928,136.9863,0.01223,0.3675,90000000,89944178,55822,0,79608,2.1635,2.7918,10.1471,0.01588,0.4671,29999990,29999840,150,0,198,2.0119,2.7932,136.9863,0.01271,0.3341,30000020,29945652,54368,0,77580,1.8293,2.7887,9.7847,0.01187,0.2586,29999990,29998686,1304,0,1830
0.5479,2.0388,2.8119,Infinity,0.01258,0.3011,90000000,89938203,61797,0,88468,2.1468,2.8121,12.4533,0.01422,0.3576,29999990,29999852,138,0,162,2.0405,2.8109,273.9726,0.01303,0.3261,30000020,29939828,60192,0,86190,1.9637,2.8124,13.6986,0.01262,0.3080,29999990,29998523,1467,0,2116
0.5671,2.0298,2.8316,273.9726,0.01264,0.2556,90000000,89932304,67696,0,96834,1.8827,1.3218,9.7847,0.01438,0.3267,29999990,29999858,132,0,173,2.0115,2.8306,273.9726,0.01267,0.2863,30000020,29934073,65947,0,94298,1.9155,2.8226,10.1471,0.01219,0.2810,29999990,29998373,1617,0,2363
0.5863,2.0221,2.8496,Infinity,0.01271,0.2405,90000000,89925889,74111,0,105408,1.8847,1.3348,8.0580,0.01297,0.2830,29999990,29999875,115,0,164,2.0101,2.8505,Infinity,0.01331,0.2282,30000020,29927743,72277,0,102770,1.9425,2.8459,13.6986,0.01262,0.2739,29999990,29998271,1719,0,2474
0.6055,2.0147,2.8698,136.9863,0.01249,0.2070,90000000,89918804,81196,0,115944,1.8628,1.3594,16.1160,0.01356,0.1500,29999990,29999860,130,0,194,2.0539,2.8660,273.9726,0.01214,0.2149,30000020,29920882,79138,0,113014,2.0096,2.8646,19.5695,0.01191,0.2795,29999990,29998062,1928,0,2736
0.6247,2.0316,2.8884,273.9726,0.01359,0.1647,90000000,89911400,88600,0,126291,1.9115,1.3708,15.2207,0.01255,0.2102,29999990,29999830,160,0,244,2.0684,2.8884,Infinity,0.01315,0.2089,30000020,29913561,86459,0,123112,1.9721,1.3691,17.1233,0.01339,0.2295,29999990,29998009,1981,0,2935
0.6438,2.0323,2.9058,136.9863,0.01293,0.1888,90000000,89903972,96028,0,136783,2.0735,1.3970,12.4533,0.01192,0.3341,29999990,29999850,140,0,239,2.0642,2.9045,136.9863,0.01295,0.1879,30000020,29906216,93804,0,133590,1.9524,1.3976,7.6104,0.01291,0.1789,29999990,29997906,2084,0,2954
0.6630,2.0747,2.9261,273.9726,0.01256,0.1714,90000000,89897700,102300,0,145510,2.0815,1.4031,13.0463,0.01016,0.3046,29999990,29999827,163,0,249,2.0735,2.9268,273.9726,0.01286,0.1695,30000020,29900097,99923,0,142049,1.9814,1.4151,13.0463,0.01320,0.1242,29999990,29997776,2214,0,3212
0.6822,2.0843,2.9464,273.9726,0.01295,0.1627,90000000,89890066,109934,0,155649,2.1321,2.9439,14.4196,0.00962,0.2754,29999990,29999800,190,0,278,2.0944,2.9445,Infinity,0.01297,0.1506,30000020,29892670,107350,0,151955,2.0556,2.9319,14.4196,0.01307,0.1734,29999990,29997596,2394,0,3416
0.7014,2.1257,2.9633,Infinity,0.01273,0.1319,90000000,89882963,117037,0,166180,2.2808,2.9659,22.8311,0.01315,0.3553,29999990,29999771,219,0,338,2.1259,2.9627,273.9726,0.01292,0.1517,30000020,29885733,114287,0,162160,2.1090,2.9656,22.8311,0.01241,0.1766,29999990,29997459,2531,0,3682
0.7205,2.1733,2.9810,136.9863,0.01328,0.1452,90000000,89877602,122398,0,172953,2.1530,2.9694,13.6986,0.01228,0.2146,29999990,29999711,279,0,372,2.1480,2.9828,273.9726,0.01311,0.1442,30000020,29880632,119388,0,168821,2.1182,2.9822,22.8311,0.01257,0.1479,29999990,29997259,2731,0,3760
0.7397,2.1514,2.9984,136.9863,0.01302,0.1077,90000000,89873073,126927,0,179045,2.1467,3.0020,19.5695,0.01138,0.1047,29999990,29999647,343,0,499,2.2040,3.0018,273.9726,0.01261,0.1244,30000020,29876092,123928,0,174930,2.1542,2.9757,34.2466,0.01343,0.1397,29999990,29997334,2656,0,3616
0.7589,2.2160,3.0212,Infinity,0.01320,0.1343,90000000,89869687,130313,0,183630,2.1973,3.0214,24.9066,0.01214,0.1011,29999990,29999583,407,0,565,2.2004,3.0206,273.9726,0.01252,0.1316,30000020,29872634,127386,0,179537,2.1895,3.0176,27.3973,0.01439,0.1253,29999990,29997470,2520,0,3528
0.7781,2.2337,3.0385,273.9726,0.01352,0.1252,90000000,89867034,132966,0,186276,2.1823,1.5191,45.6621,0.01297,0.0690,29999990,29999541,449,0,626,2.2488,3.0381,Infinity,0.01356,0.1143,30000020,29869927,130093,0,182316,2.1854,3.0352,19.5695,0.01433,0.0876,29999990,29997566,2424,0,3334
0.7973,2.2601,3.0527,91.3242,0.01326,0.1177,90000000,89865764,134236,0,188702,2.2149,1.5361,27.3973,0.01197,0.0711,29999990,29999440,550,0,785,2.3017,3.0566,Infinity,0.01348,0.1333,30000020,29868518,131502,0,184890,2.2319,3.0591,30.4414,0.01339,0.0614,29999990,29997806,2184,0,3027
0.8164,2.3061,3.0783,Infinity,0.01304,0.1131,90000000,89865945,134055,0,187003,2.2242,1.5577,27.3973,0.01298,0.0378,29999990,29999402,588,0,806,2.3017,3.0710,273.9726,0.01321,0.1054,30000020,29868438,131582,0,183615,2.2725,1.5565,54.7945,0.01436,0.0895,29999990,29998105,1885,0,2582
0.8356,2.3307,3.0954,273.9726,0.01335,0.1036,90000000,89867743,132257,0,185477,2.2553,1.5769,24.9066,0.01412,0.0409,29999990,29999359,631,0,900,2.3353,3.0878,Infinity,0.01389,0.0943,30000020,29870123,129897,0,182252,2.2957,1.5766,22.8311,0.01584,0.0944,29999990,29998261,1729,0,2325
0.8548,2.3693,3.1164,Infinity,0.01313,0.0997,90000000,89869831,130169,0,181748,2.2875,1.5942,19.5695,0.01254,0.0378,29999990,29999266,724,0,989,2.3546,3.1151,Infinity,0.01384,0.0909,30000020,29872159,127861,0,178560,2.3393,3.0797,54.7945,0.01302,0.0744,29999990,29998406,1584,0,2199
0.8740,2.4172,3.1376,Infinity,0.01344,0.1049,90000000,89872941,127059,0,176930,2.3304,1.6126,22.8311,0.01376,0.0491,29999990,29999231,759,0,1117,2.3925,3.1191,Infinity,0.01359,0.0994,30000020,29875059,124961,0,174012,2.3840,3.1262,45.6621,0.01448,0.0818,29999990,29998651,1339,0,1801
0.8932,2.4398,3.1560,Infinity,0.01376,0.0813,90000000,89878305,121695,0,169578,2.3662,1.6335,19.5695,0.01386,0.0483,29999990,29999169,821,0,1203,2.4284,3.1524,Infinity,0.01463,0.0887,30000020,29880440,119580,0,166563,2.4022,1.6316,21.0748,0.01436,0.0620,29999990,29998696,1294,0,1812
0.9123,2.4824,3.1747,Infinity,0.01392,0.0940,90000000,89884035,115965,0,161053,2.4176,1.6521,45.6621,0.01342,0.0402,29999990,29999160,830,0,1103,2.4860,3.1617,273.9726,0.01491,0.1003,30000020,29886011,114009,0,158428,2.4397,1.6524,54.7945,0.01500,0.0477,29999990,29998864,1126,0,1522
0.9315,2.5224,1.6807,Infinity,0.01486,0.1119,90000000,89890234,109766,0,151889,2.4761,1.6716,54.7945,0.01322,0.0536,29999990,29999066,924,0,1315,2.5364,3.1838,Infinity,0.01458,0.1250,30000020,29892179,107841,0,149294,2.4454,1.6669,39.1389,0.01579,0.0132,29999990,29998989,1001,0,1280
0.9507,2.5423,3.2131,Infinity,0.01387,0.0975,90000000,89897916,102084,0,141468,2.5051,1.6914,19.5695,0.01327,0.0736,29999990,29999000,990,0,1316,2.5520,3.2133,Infinity,0.01383,0.1086,30000020,29899794,100226,0,138964,2.4931,1.6876,45.6621,0.01541,0.0330,29999990,29999122,868,0,1188
0.9699,2.5840,3.2288,273.9726,0.01445,0.1036,90000000,89903601,96399,0,133243,2.5537,1.7113,17.1233,0.01450,0.1022,29999990,29999098,892,0,1258,2.5945,3.2295,Infinity,0.01463,0.1003,30000020,29905265,94755,0,130965,2.5125,1.7070,19.5695,0.01413,0.0227,29999990,29999238,752,0,1020
0.9890,2.6394,3.2509,273.9726,0.01438,0.1120,90000000,89910525,89475,0,123735,2.6216,1.7299,27.3973,0.01440,0.1488,29999990,29999164,826,0,1228,2.6339,3.2473,Infinity,0.01383,0.1023,30000020,29911959,88061,0,121717,2.5831,3.2458,24.9066,0.01478,0.0430,29999990,29999402,588,0,790
1.0082,2.6689,3.2701,273.9726,0.01417,0.1034,90000000,89916851,83149,0,114518,2.6270,1.7488,22.8311,0.01440,0.1206,29999990,29999197,793,0,1088,2.6823,1.7490,Infinity,0.01440,0.1366,30000020,29918189,81831,0,112703,2.6052,3.2639,15.2207,0.01598,0.0501,29999990,29999465,525,0,727
1.0274,2.7092,3.2862,Infinity,0.01480,0.1048,90000000,89924076,75924,0,104302,2.6737,1.7681,68.4932,0.01416,0.1000,29999990,29999186,804,0,1147,2.6923,3.2859,273.9726,0.01374,0.1043,30000020,29925446,74574,0,102406,2.6895,3.2906,30.4414,0.01527,0.0500,29999990,29999444,546,0,749
1.0466,2.7552,3.3054,Infinity,0.01409,0.1154,90000000,89931457,68543,0,94151,2.6829,1.7870,21.0748,0.01344,0.1298,29999990,29999209,781,0,1075,2.7453,3.2970,Infinity,0.01530,0.1031,30000020,29932708,67312,0,92485,2.7111,3.2970,18.2648,0.01496,0.0562,29999990,29999540,450,0,591
1.0658,2.7957,3.3271,Infinity,0.01443,0.1292,90000000,89937691,62309,0,85559,2.7394,1.8055,21.0748,0.01371,0.1701,29999990,29999196,794,0,1128,2.7790,1.8069,Infinity,0.01418,0.0981,30000020,29938876,61144,0,83952,2.7188,1.8040,17.1233,0.01419,0.0799,29999990,29999619,371,0,479
1.0849,2.8234,3.3227,273.9726,0.01431,0.1197,90000000,89943292,56708,0,77302,2.7896,1.8238,18.2648,0.01336,0.1653,29999990,29999229,761,0,1038,2.8273,3.3389,273.9726,0.01464,0.1334,30000020,29944446,55574,0,75744,2.7880,1.8251,19.5695,0.01560,0.1060,29999990,29999617,373,0,520
1.1041,2.8596,1.8440,273.9726,0.01416,0.1196,90000000,89948733,51267,0,69825,2.7936,1.8432,17.1233,0.01333,0.1235,29999990,29999245,745,0,1055,2.8516,1.8455,Infinity,0.01484,0.1200,30000020,29949854,50166,0,68309,2.8372,1.8436,19.5695,0.01509,0.1166,29999990,29999634,356,0,461
1.1233,2.9035,3.3820,Infinity,0.01445,0.1270,90000000,89954033,45967,0,62694,2.8668,1.8641,21.0748,0.01437,0.1308,29999990,29999247,743,0,1013,2.8938,1.8634,Infinity,0.01489,0.1274,30000020,29955123,44897,0,61249,2.8593,1.8632,18.2648,0.01342,0.0724,29999990,29999663,327,0,432
1.1425,2.9345,1.8842,273.9726,0.01450,0.1432,90000000,89958690,41310,0,56434,2.8833,1.8834,13.0463,0.01382,0.1034,29999990,29999287,703,0,953,2.9493,3.4062,273.9726,0.01413,0.1463,30000020,29959726,40294,0,55053,2.8616,1.8832,14.4196,0.01412,0.0835,29999990,29999677,313,0,428
1.1616,2.9858,3.4005,273.9726,0.01463,0.1535,90000000,89963077,36923,0,50623,2.8961,1.9010,11.9119,0.01667,0.1223,29999990,29999421,569,0,776,2.9762,3.4206,273.9726,0.01488,0.1523,30000020,29963983,36037,0,49405,2.9156,1.9028,14.4196,0.01404,0.1075,29999990,29999673,317,0,442
1.1808,3.0248,1.9221,Infinity,0.01483,0.1645,90000000,89967473,32527,0,44604,3.0008,1.9226,14.4196,0.01699,0.1947,29999990,29999519,471,0,625,3.0214,1.9220,Infinity,0.01489,0.1545,30000020,29968222,31798,0,43621,2.8856,1.9160,9.4473,0.01356,0.0908,29999990,29999732,258,0,358
1.2000,3.0715,3.4546,Infinity,0.01526,0.1913,90000000,89970883,29117,0,39543,2.9973,1.9522,9.7847,0.01439,0.2109,29999990,29999538,452,0,585,3.0656,3.4576,Infinity,0.01552,0.1970,30000020,29971610,28410,0,38638,2.9389,1.9417,9.7847,0.01646,0.1136,29999990,29999735,255,0,320
1.2192,3.0973,3.4654,273.9726,0.01494,0.1879,90000000,89974281,25719,0,35299,3.0580,1.9699,9.4473,0.01603,0.2529,29999990,29999618,372,0,491,3.0965,3.4634,Infinity,0.01450,0.1765,30000020,29974906,25114,0,34444,2.9689,1.9543,9.4473,0.01410,0.1158,29999990,29999757,233,0,364
1.2384,3.1606,3.4934,Infinity,0.01455,0.2216,90000000,89976977,23023,0,31152,3.1328,1.9910,8.5616,0.01661,0.3167,29999990,29999667,323,0,407,3.1542,3.4959,273.9726,0.01421,0.2005,30000020,29977527,22493,0,30450,3.0158,1.9787,9.1324,0.01307,0.0815,29999990,29999783,207,0,295
1.2575,3.1778,3.5185,136.9863,0.01490,0.2230,90000000,89979431,20569,0,27985,3.1061,1.9982,6.3715,0.01536,0.2376,29999990,29999727,263,0,356,3.1808,3.5125,273.9726,0.01477,0.2119,30000020,29979962,20058,0,27299,3.1069,1.9984,10.9589,0.01308,0.2497,29999990,29999742,248,0,330
1.2767,3.2033,2.0175,273.9726,0.01582,0.2267,90000000,89981686,18314,0,25067,3.1808,2.0179,9.1324,0.01626,0.3004,29999990,29999744,246,0,297,3.2138,3.5300,273.9726,0.01487,0.2175,30000020,29982214,17806,0,24358,3.1222,2.0181,7.8278,0.01220,0.3466,29999990,29999728,262,0,412
1.2959,3.2493,2.0368,273.9726,0.01439,0.2215,90000000,89983521,16479,0,22581,3.1284,2.0373,4.0290,0.01584,0.2892,29999990,29999796,194,0,273,3.2348,2.0377,136.9863,0.01379,0.2116,30000020,29984016,16004,0,21897,3.1516,2.0361,6.3715,0.01300,0.3516,29999990,29999709,281,0,411
1.3151,3.2810,3.5736,273.9726,0.01516,0.2328,90000000,89985334,14666,0,20102,3.1524,2.0561,4.2808,0.01823,0.3098,29999990,29999845,145,0,185,3.2682,3.5511,273.9726,0.01496,0.2354,30000020,29985790,14230,0,19499,3.2150,2.0560,7.0249,0.01381,0.2835,29999990,29999699,291,0,418
1.3342,3.3065,2.0746,Infinity,0.01482,0.2624,90000000,89986941,13059,0,17757,3.1073,2.0758,3.3824,0.01535,0.2073,29999990,29999862,128,0,155,3.3092,2.0750,136.9863,0.01492,0.2801,30000020,29987435,12585,0,17079,3.2529,2.0750,4.9813,0.01159,0.3804,29999990,29999644,346,0,523
1.3534,3.3487,2.0945,91.3242,0.01510,0.3002,90000000,89988143,11857,0,16075,3.0716,2.0947,3.6530,0.01697,0.1455,29999990,29999913,77,0,111,3.3366,2.0929,136.9863,0.01482,0.2819,30000020,29988704,11316,0,15308,3.3569,2.0944,5.8292,0.01175,0.4120,29999990,29999526,464,0,656
1.3726,3.3611,2.1141,68.4932,0.01495,0.3105,90000000,89989164,10836,0,14702,2.9668,2.1059,2.4462,0.01536,0.1405,29999990,29999937,53,0,68,3.3547,2.1131,54.7945,0.01465,0.2737,30000020,29989844,10176,0,13809,3.3707,2.1137,5.4795,0.01168,0.4179,29999990,29999383,607,0,825
1.3918,3.4022,2.1319,136.9863,0.01393,0.3091,90000000,89990083,9917,0,13655,3.1246,2.1310,3.0783,0.01706,0.2263,29999990,29999946,44,0,59,3.4262,2.1323,136.9863,0.01512,0.3134,30000020,29990851,9169,0,12621,3.3308,2.1327,4.5662,0.01271,0.4290,29999990,29999286,704,0,975
1.4110,3.4374,2.1518,136.9863,0.01465,0.3390,90000000,89990851,9149,0,12457,3.2585,2.1527,2.5368,0.01798,0.3298,29999990,29999943,47,0,57,3.4589,2.1513,91.3242,0.01488,0.3652,30000020,29991714,8306,0,11206,3.3486,2.1519,4.8924,0.01208,0.4327,29999990,29999194,796,0,1194
1.4301,3.4913,2.1714,68.4932,0.01390,0.3710,90000000,89991350,8650,0,11947,3.2498,2.1673,2.6344,0.01723,0.2170,29999990,29999951,39,0,60,3.4764,2.1704,54.7945,0.01441,0.3871,30000020,29992418,7602,0,10419,3.3290,2.1712,3.8588,0.01198,0.4761,29999990,29998981,1009,0,1468
1.4493,3.5034,2.1889,68.4932,0.01466,0.3970,90000000,89992057,7943,0,10976,2.9826,2.1819,1.3907,0.01885,0.1685,29999990,29999964,26,0,36,3.4952,2.1905,68.4932,0.01391,0.3915,30000020,29993265,6755,0,9310,3.2908,2.1906,3.1857,0.01201,0.5124,29999990,29998828,1162,0,1630
1.4685,3.5600,2.2091,68.4932,0.01427,0.4986,90000000,89992111,7889,0,10767,2.8060,2.2039,1.1560,0.02001,0.0587,29999990,29999958,32,0,34,3.5631,2.2086,68.4932,0.01498,0.4689,30000020,29993566,6454,0,8798,3.3741,2.2100,3.8588,0.01114,0.5592,29999990,29998587,1403,0,1935
1.4877,3.5242,2.2285,39.1389,0.01445,0.4755,90000000,89992373,7627,0,10616,3.3779,2.2216,3.5581,0.01307,0.2543,29999990,29999961,29,0,46,3.5654,2.2275,273.9726,0.01493,0.4701,30000020,29993962,6058,0,8379,3.3777,2.2283,3.8588,0.01267,0.5505,29999990,29998450,1540,0,2191
1.5068,3.5859,2.2475,30.4414,0.01454,0.5472,90000000,89992279,7721,0,10700,3.3353,2.2488,2.4907,0.01248,0.3188,29999990,29999958,32,0,35,3.5522,2.2470,30.4414,0.01415,0.5061,30000020,29994254,5766,0,7880,3.4230,2.2479,4.2808,0.01213,0.5846,29999990,29998067,1923,0,2785
1.5260,3.5490,2.2672,19.5695,0.01349,0.5766,90000000,89992396,7604,0,10669,3.4990,2.2645,3.3824,0.01157,0.7346,29999990,29999952,38,0,47,3.6373,2.2673,54.7945,0.01400,0.5602,30000020,29994854,5166,0,7176,3.3326,2.2671,3.1491,0.01188,0.6493,29999990,29997590,2400,0,3446
1.5452,3.6308,2.2863,45.6621,0.01378,0.6423,90000000,89992280,7720,0,10831,3.4208,2.2864,3.0783,0.01316,0.8429,29999990,29999943,47,0,56,3.6144,2.2865,34.2466,0.01538,0.6220,30000020,29995344,4676,0,6502,3.3964,2.2871,5.2687,0.01141,0.6813,29999990,29996993,2997,0,4273
